Timestamp,MagData
90547.94904630269,1560.0870735701612
3264.0920912371807,1003.9891081476333
87555.87215795853,619.7248081668127
38976.697450504216,550.3431595318349
97593.76186316127,295.449743088029
89218.08784925997,1468.7847330109935
92070.83921495352,1756.2170690374446
92702.1328433647,1335.5005365144702
24563.199180088966,1463.3815076841954
50983.21443777831,4.49557322743277
88136.13803778273,386.3232013431941
77373.41329917946,1640.5864602064748
29857.84438139175,863.1311735310098
78709.16564114779,1682.3730421143257
18449.11609771881,1011.0807532955537
62975.007539002756,611.6082863432865
88601.30234630646,1486.2066317346805
43353.21020111578,308.38156309421817
64950.06751789838,1500.6081298576705
75160.34214282587,1024.2873929121429
25458.074518787977,1262.813628718381
59021.86099704828,405.0509293363349
13346.550635925181,1141.638391303403
71893.6237593218,1738.6658048840252
51050.61050625329,875.6338695817132
60138.00715172767,128.0058200514589
95597.36210730195,1411.2839628375352
40874.83595111291,444.3560322625968
74131.7724077375,1058.1760396188026
38140.72911459142,968.7289664132463
12685.864965005534,773.5249960373467
18704.12301006674,686.0667701632024
26194.71209286457,1229.5421173855764
22852.887157310488,927.521432028161
25398.969511709267,1618.288482536812
89535.8700265498,29.521603067944824
69063.94579931101,1644.9818927483082
43561.961853503526,1085.0368028010876
33833.93106297451,269.8095021676314
17608.954757013275,681.0062308762837
83992.0345174445,1174.6744294791956
61655.403179972214,904.6127724302385
15249.00261055474,1777.9339174363504
95338.69220743782,1328.853807412528
33146.10392999148,1700.4998588791102
98840.6926142318,832.2953586693478
3102.674579696962,75.09529803549087
87245.69488199783,1440.1749962293688
86623.62138500647,1326.3946843105339
49946.31389994284,1091.9466869243624
35102.68609792161,1704.4601261045307
95907.26809127789,227.2172957279135
60042.17843331581,1273.1248512512957
19732.635378567298,110.41906699904413
52315.97946774668,1550.9816465670158
83604.22293895906,1804.4832856771325
34178.16731747348,445.64041673474605
77280.64072760951,534.0723348283227
83377.39295870668,374.7091171230785
19333.018019350646,146.09849706409796
26812.198122004684,1523.9215244916638
73413.55606663036,306.24070226116197
15505.161659527123,902.3474758529342
86260.75537849891,1361.0384014683864
30350.875626601137,676.3556864299904
6822.945010307712,714.0471150686399
49593.34363228337,1976.1893293315247
89966.43685382175,1392.9144737081606
15414.294962248421,1135.6049074815635
19116.822247721087,1070.6804586429978
85375.17272549204,679.9618121599682
939.7278749984417,675.9411488948297
94.9426920373253,1479.2986991073649
81087.64110884003,256.6858078914811
12428.767313379196,1640.3932611522248
79159.73567169884,1146.2642977664432
94241.73480149452,1201.270530375075
72932.93920413067,1211.5614299617953
92460.97611148733,881.2254130970465
74014.18382151927,642.3311338998611
14290.07766365088,1083.8527592596633
50550.45015763949,109.3851332712168
77211.67547960182,688.5977036874575
38427.91524770464,973.2158922339634
2520.453277434254,129.0968559697472
56376.647165497096,50.77405130286694
38009.48004336556,1145.482379204476
49373.514193960385,1994.2579032132098
43607.353560039155,1044.9355641168086
25699.63136086145,764.7369905891778
89624.06147209149,885.5282554902428
43762.91892334913,408.8270962897262
40487.42260723263,1083.3362272934107
76813.01731772877,817.9245955270176
26231.90034428563,755.9204145237211
72214.75112296341,855.9097452544327
43817.76037660106,196.5388927100553
64479.38244339765,1139.8691951466947
48114.378116885215,20.624944111260255
24936.47530733152,482.84684621648097
19054.71717684637,539.2905712074631
76596.7680695771,791.9808642452531
44459.75955839339,1584.9837610992463
22241.527693087482,1160.3375479049562
86707.45304468505,1270.4680066534424
87514.75832106553,1880.5130304220615
83609.17411896,473.82751232094853
34005.446983363065,134.9811576867619
99583.63074834368,566.0373169936792
83631.2031043009,415.2493865487539
39292.964220154914,1730.3960147485031
89169.81057263503,1148.0616946600214
31267.710808473537,1271.7363392127854
72914.62606644646,1946.0602314319044
87814.20723136613,1149.978966198502
22140.219389572612,526.1112495960579
61996.20379478007,1712.6312531283224
29596.232890085204,693.603044613089
93149.17443379278,871.2619409361475
42040.768391965845,329.1767983483682
44565.44791845278,129.58074408475295
15425.793576449121,1218.1006438194304
73947.95940864258,83.06527615891434
69790.45670750644,1649.7729756668984
85210.11052227448,568.6265135567305
